adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,language_queried
False,/jM8C4mURyEkQorqyGF5wPFp4M5J.jpg,"[28, 53, 10749]",85985,Ek Tha Tiger,hi,एक था टाइगर,A top Indian agent is sent to observe the actions of a scientist but the mission complicates when he falls in love with the scientist's Pakistani caretaker.,2.6114,/9qmIOiKLdlIRmdvPV6UmbUx9WFn.jpg,2012-08-15,False,False,6.191,217,hi
False,/3gCW9kwMs8OPLzJEPQikgv980m6.jpg,[18],496328,Sanju,hi,संजू,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,2.1727,/q1wkN4VQuBTj1AeyTLLz2w6awMA.jpg,2018-06-29,False,False,7.2,215,hi
False,/4oVqLrYY9WP23FPvZr1IDhLIyWy.jpg,"[10749, 18, 28]",362136,Prem Ratan Dhan Payo,hi,प्रेम रतन धन पायो,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",2.2841,/pCxT9c2E0YhzxsSkweVW2ELO3mS.jpg,2015-11-11,False,False,5.285,123,hi
False,/oQCrHuAqqQCJ5H2gvAbsXd0T4Sw.jpg,[18],388333,M.S. Dhoni: The Untold Story,hi,M.S. Dhoni: The Untold Story,"Based on the life story of Mahendra Singh Dhoni, and his journey to being the world cup winning captain of the Indian cricket team.",2.7354,/lUpMckVHaB55YJ3SMK0arwxKmCt.jpg,2016-09-30,False,False,7.24,202,hi
False,/4qgK44Ee1iRXTRp6w9LvMz76LJw.jpg,"[27, 35]",533991,Stree,hi,स्त्री,"Set in the town of Chanderi, Stree is based on the urban legend of Nale Ba that went viral in Karnataka in the 1990s, and features Shraddha Kapoor and Rajkummar Rao in pivotal roles.",2.2778,/euhgW6hpDYw7nxFDjqHn0eKvQPX.jpg,2018-08-31,False,False,6.934,190,hi
False,/rTELwIG56mizXNT9Q27fVA2e7uh.jpg,"[35, 18, 10749]",4254,Kal Ho Naa Ho,hi,कल हो ना हो,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.,2.1088,/zhMI6I0kSLnewTMwE0A8Tz3Cj2f.jpg,2003-11-27,False,False,7.458,443,hi
False,/qRbAsojp77pkKYatbFGG7oIOa0P.jpg,"[18, 10749]",14395,Kabhi Alvida Naa Kehna,hi,कभी अलविदा ना कहना,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",2.279,/lwgH4S0km8lD7rk5qy78EKW8YEn.jpg,2006-08-11,False,False,6.437,231,hi
False,/2wCaF36obO4LysX0m57h0BKxX27.jpg,"[10749, 18]",393445,Ae Dil Hai Mushkil,hi,ऐ दिल है मुश्किल,"Ayan falls in love with his soulmate, Alizeh, but she doesn’t reciprocate the feeling. Later, a relationship with Saba helps him realize Alizeh’s value in his life, irrespective of their relationship status.",2.2263,/hlDOF4UhUqrYY7gqLk3Rl0Fx4ns.jpg,2016-10-27,False,False,6.4,217,hi
False,/nQV1lkgGn0FhqDeDr4b8VLhn1ow.jpg,"[28, 12, 53]",594669,Baaghi 3,hi,बाघी ३,A man embarks on a bloody rampage to save his kidnapped brother.,2.0163,/sykmmFSkIPkW4Y3m4tbmSTZZD3T.jpg,2020-03-06,False,False,6.3,125,hi
False,/ohBudODLg90h2R8jQf4DvfGjY4A.jpg,"[10749, 9648, 53]",695969,Haseen Dillruba,hi,हसीन दिलरुबा,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",2.4179,/zJWlmVJFTsearu5SXSZnSRJCEIo.jpg,2021-06-30,False,False,6.771,118,hi
False,/vKUnJxHOHpyG5Sn5zCbYoO9ydDb.jpg,"[18, 28]",337876,Gabbar Is Back,hi,Gabbar Is Back,A vigilante network taking out corrupt officials draws the notice of the authorities.,2.4305,/dhIVF43jCqVzxuo11hYcHQxjzS6.jpg,2015-05-01,False,False,6.891,138,hi
False,/s8ZGl0h1l2KN6jO0Jm5iqSp5djO.jpg,"[80, 53, 9648, 18]",581361,Badla,hi,बदला,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,2.0286,/eKpzbERuhogYTwI3PwfVsAHXnuO.jpg,2019-03-08,False,False,7.266,169,hi
False,/tbavvYay6BvqEyz0iBgsPUy3oE1.jpg,"[28, 53]",41109,Don 2,hi,Don 2,"Having conquered the Asian underworld, crime boss Don sets in motion a plan that will give him dominion over Europe.",2.2448,/2gBM8c36HIwn4vc2UuMeliqiCKY.jpg,2011-12-23,False,False,6.971,262,hi
False,/xjjHH1SxphgYtwCCdAlN5wmYGqR.jpg,"[28, 12, 14]",734253,Adipurush,hi,आदिपुरुष,"7000 years ago, Ayodhya's Prince Raghava and Prince Sesh along with the Mighty Vanar Warriors travels to the island of Lanka with an aim to rescue Raghava's wife Janaki, who has been abducted by Lankesh, the king of Lanka.",1.8261,/1H2xEZOixs0z0JKwyjANZiKNNVJ.jpg,2023-06-16,False,False,4.604,106,hi
False,/e3amyuWjfJ0HRPozbg6mKMlL2P6.jpg,"[35, 27, 53]",19025,Bhool Bhulaiyaa,hi,भूल भुलैया,"NRI Siddharth Chaturvedi and his wife Avni return to Siddharth's family's ancestral Varanasi palace while disregarding warnings of a curse and paranormal phenomena. Soon enough, inexplicable events begin occuring, which forces Siddharth to consult the eccentric psychiatrist Aditya Shrivastav to help solve the mystery.",1.8978,/soRW3p4GlPphHiFkwbqYGrodQ5S.jpg,2007-10-12,False,False,6.743,204,hi
False,/rTjWmPjBviBZrSUJ95rcatXjGZq.jpg,"[35, 18]",16345,Billu,hi,बिल्लू,"When a famous Bollywood actor visits a small village for a film's shoot, a poor hairdresser's claim that they were once childhood friends soon makes him the centre of attention.",2.1997,/nmWKskigmvBow3uOP4RPQOIaUux.jpg,2009-02-13,False,False,6.406,112,hi
False,/hbwHeozIhmnI4h3Jj9hMhoVcv4W.jpg,"[10749, 18, 35]",496076,Zero,hi,शून्य,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.",1.988,/5uLyqwq2swVns28TFPV2zUzBEd7.jpg,2018-12-21,False,False,5.18,114,hi
False,/sJALzyUz6r2GA1WPY9XcG6tWkiG.jpg,"[28, 10749, 35, 80]",280690,Kick,hi,Kick,"An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",2.6201,/muRGQIGFcHTyHimE2ru6RSjD8D6.jpg,2014-07-25,False,False,5.7,172,hi
False,/4TVHrqZqXY8OADHdqVejmK1tiLS.jpg,"[35, 18, 10749]",138122,Student Of The Year,hi,Student of the Year,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,2.3472,/yQIph97KwXmMiXu1kOWPj065P8J.jpg,2012-10-19,False,False,5.792,190,hi
False,/eF8XLbbBd5cIfvS00tzl0jWAcOX.jpg,"[80, 53, 18]",950071,Jaane Jaan,hi,जाने जां,"When a single mother her teenage daughter becomes ensnared in a deadly crime,  find an unexpected ally in their neighbor, a simple, doting but genius teacher math teacher comes to aid, while a tenacious cop digs into the case.",2.0525,/oaUOV9VCNM5MjrmonqgH4o3XNwQ.jpg,2023-09-21,False,False,7.04,113,hi
False,/4qifcARBYMzaKgIeaPNTYXLikXd.jpg,"[18, 10749]",381418,Sanam Teri Kasam,hi,सनम तेरी कसम,"Tough ex-convict Inder and traditional mousy Saraswati fall in love and get married, but a tragedy changes their lives forever. The film is a modern rendition of the legends of Shiva-Sati and the novel ""Love Story"" by Eric Segal.",1.8387,/3jKqSy87GVUsXdhwhcO7O1UqrjO.jpg,2016-02-05,False,False,7.854,140,hi
False,/wgYx4MwezeoAkRVAJsYdOMAMeWC.jpg,"[10749, 35]",262903,Main Tera Hero,hi,मैं तेरा हीरो,"Seenu loves Sunaina but they're chased by a stalking cop, an infatuated beauty and her mafia don dad - can Seenu's heroics work?",1.9146,/bupZH3i1SAaLLC0OgYMSLDZN63Q.jpg,2014-04-04,False,False,5.682,195,hi
False,/sgf60uAPn95lBAcSX9eQE8bKxTb.jpg,"[18, 10749]",132316,Jab Tak Hai Jaan,hi,जब तक है जान,"Samar Anand (Shah Rukh Khan), a London-based struggling musician falls in love with Meera Thappar (Katrina Kaif). After a severe accident, a panicked Meera promises God to leave Samar if he lives. Heartbroken, Samar leaves for India to become a fearless bomb disposal expert in the army.",1.8054,/1TlzJZrzUlaC95Noqt3oMoxQxCu.jpg,2012-11-13,False,False,7.047,288,hi
False,/rfxj5AoOuvbqi0019TVZLy6gyCC.jpg,"[27, 14, 53]",714338,Bulbbul,hi,बुलबुल,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",1.9004,/4XYEqHqvcf6vxFhNyeKZz5xbUfV.jpg,2020-06-24,False,False,6.592,169,hi
False,/kCvpPhEIEpdiGU7VdSfJ4CjoiUD.jpg,"[80, 53]",464458,Ittefaq,hi,इत्तेफ़ाक़,"Police officer Dev investigates a double murder case that has only two witnesses - an acclaimed writer Vikram and a young homemaker Maya, who also happen to be the prime suspects in the case. He finds himself being torn between their own version's of what happened on the fateful night, and takes it upon himself to figure out the real story and capture the real murderer.",2.2737,/nwLVjxsBpTF6sDs1BJrx5OzJuAA.jpg,2017-11-03,False,False,6.828,116,hi
False,/bEkGHeIZYtULSgEvyjIbGHnMqgf.jpg,"[35, 18, 10749]",480,Monsoon Wedding,hi,Monsoon Wedding,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",1.9273,/vCwkv7tYFem0tQ9Duoq2MX7T7Zd.jpg,2001-08-30,False,False,6.793,220,hi
False,/sEACj18R38zDPhyU7xWmLByDcwq.jpg,[18],534075,Super 30,hi,सुपर 30,Based on life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for financially weak IIT aspirants in Patna.,2.2697,/n0LdZvEqZjnSQSHzzwryFBYjXk1.jpg,2019-07-12,False,False,7.267,129,hi
False,/AaYfsgRcgU00n0MNVsn1604bfcu.jpg,"[28, 878, 53]",799155,Attack,hi,Attack,"With the Parliament under siege, India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in time, save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi.",1.8016,/A9FjibQFfkPVrfQcM3dlY6fkYpJ.jpg,2022-04-01,False,False,6.8,216,hi
False,/fgRhyGbMAolDsQ65VRBRBtVQZNn.jpg,"[35, 18, 36, 10749]",7913,Rang De Basanti,hi,रंग दे बसंती,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",1.9031,/f1bF8CHzEu621bPSIg6XiUNAabh.jpg,2006-01-26,False,False,7.071,501,hi
False,/tw2ujWwgZMKt1IqzayqCmnODJvi.jpg,"[35, 27]",191562,Go Goa Gone,hi,गो गोआ गॉन,A rave party off the coast of Goa goes horrifyingly and hilariously wrong when the island is overrun with zombies.,1.9519,/pyaAYAifrZ1jAfbdunSAiK0QbKs.jpg,2013-05-10,False,False,5.865,126,hi
False,/eV12yI0mkMfwIcAz5b8d1XH1dBg.jpg,"[28, 80, 18, 53]",17478,Dhoom,hi,धूम,A gang of bikers headed by the cool-headed and arrogant Kabir is on a robbing spree in Mumbai.  ACP Jai Dixit is put in charge of the case and he recruits a bumbling bike mechanic and racer to help Jai nab them.,1.942,/A7fxXAsuYEohxYNl8YeH3FYkuDv.jpg,2004-08-27,False,False,6.233,232,hi
False,/qXWNHWxWoSz6FNFlSKAtZIKPyy6.jpg,"[35, 80]",412090,Jolly LLB 2,hi,जॉली एलएलबी 2,"A blunt, abrasive and yet oddly compassionate Jagdishwar Mishra aka Jolly, a small-time struggling lawyer who moves from Kanpur to the city of Nawabs to pursue his dream of becoming a big-time lawyer.",1.9297,/n9MjoGmaYagaaETCQP0S6Ch3JLH.jpg,2017-02-09,False,False,6.923,156,hi
False,/sM6P9HR36glkzk02A9vGfr3x1Qs.jpg,"[28, 53, 10749, 12]",391629,Baaghi,hi,बाघी,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",2.3847,/4IEqNeF3PzL06Y2YKsvi4uMGJ1q.jpg,2016-04-29,False,False,6.4,144,hi
False,/jyGiG4wcr0BHpqIXiep5MRCQ7Kz.jpg,"[28, 12, 18, 36, 10749, 10752]",4435,Aśoka,hi,अशोक,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.",1.7732,/ckFDMqLjhsYo2kH3X5auV1NnjPM.jpg,2001-09-13,False,False,6.5,161,hi
False,/Av1Xhf46oN2RHilKESzIXKNBrsU.jpg,[18],39839,Baghban,hi,बागबान,"After dedicating their whole life in upbringing their children, elderly couple Raj Malhotra and Pooja gets homeless. Instead of caring, their children treat them as a burden.",1.9354,/p6NPup58fPjIEAU9tKU4XpQhtTA.jpg,2003-10-03,False,False,6.903,119,hi
False,/hpgy5VYpP2PUa9MaVmYcQXTDO6b.jpg,"[28, 80, 18, 53]",287767,Mardaani,hi,मर्दानी,A Mumbai police officer's search for a missing teenage girl leads her to the depraved world of child trafficking. What follows is a cat-and-mouse game between the officer and a ruthless mafia kingpin.,1.625,/fD1zfYXgMbDkgIt9ZrHfte6mWHE.jpg,2014-08-22,False,False,6.637,117,hi
False,/dwdH8HykILUADCIupGsqjcq1ygv.jpg,"[10749, 36, 18]",14073,Jodhaa Akbar,hi,जोधा अकबर,A sixteenth century love story about a marriage of alliance that gave birth to true love between a Mughal emperor and a Rajput princess.,1.7448,/gPjgeywFNTlh9IUuXWy85nn4h8J.jpg,2008-02-13,False,False,7.328,279,hi
False,/pPvXyMjF7x5EMtxkURdbhpU4jGO.jpg,"[28, 35, 80, 53]",22717,Wanted,hi,वांटेड,"Radhe is a hardcore gangster. A sharpshooter with a sharp brain, he works for Gani Bhai, the dreaded Mafioso, but on his own terms. Totally fearless, Radhe single handedly eliminates Gani Bhai's enemies one by one; making more enemies than he bargained for.",1.8516,/nymzAr2uEWxnDTfoIjUbh7a1UuB.jpg,2009-09-18,False,False,5.866,123,hi
False,/wN5e6gMVBTEihohzFkuGyZGbDOw.jpg,"[80, 18, 53]",597089,Article 15,hi,Article 15,"A young IPS officer’s new posting in rural India has him confronting caste disparities and uncomfortable truths in the face of a gruesome crime. When three girls go missing in the fictional village of Lalgaon, two of them are found dead and there is no trace of the third one. Where is she and who is responsible for this heinous act?",1.6902,/egknEWNt2B0slG2OC0gSpLZdVHj.jpg,2019-05-28,False,False,7.561,172,hi
False,/AmRfsOyEXpVhnaYXZMoDlZd9Siq.jpg,[18],15774,Swades,hi,स्वदेस,"A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.",1.5393,/yUSL24kpHc9Nls4Pohia4shgcIM.jpg,2004-12-17,False,False,7.319,375,hi
False,/x93ONXljhMsfLpiSnLJg56bnwVD.jpg,"[53, 18, 28]",215776,Madras Cafe,hi,Madras Cafe,An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,1.6805,/iQa81y965LtFp5CTYgcYeuEHAg4.jpg,2013-08-23,False,False,6.615,126,hi
False,/9Ws6Ayncx7OhKuC9tLU786Va52U.jpg,"[18, 10749]",191121,Raanjhanaa,hi,रान्झाना,A small-town boy needs to break through the class divide to gain acceptance from his childhood sweetheart who is in love with big city ideals.,1.79,/wi1Qv5nPo0ddJgjA0baD9MR3NC0.jpg,2013-06-21,False,False,6.623,163,hi
False,/AkfqKaD1KqfIqytxLvWlyKJRlEi.jpg,"[35, 80]",21614,Hera Pheri,hi,Hera Pheri,"Two tenants and a landlord, in desperate need of money, chance upon a ransom call via a cross connection. They hatch a plan to claim the ransom for themselves.",1.582,/23MKGUPT5laTStim4TaGhfgSltu.jpg,2000-03-31,False,False,7.073,302,hi
False,/7PP7NLNYyLVymJPHX3HiYHgAtsh.jpg,"[28, 80, 18]",84858,Agneepath,hi,अग्निपथ,"When his father is lynched by a mob after being framed by a gangster, a young boy leaves his village along with his pregnant mother  and flees to Mumbai. He takes up a life of crime and swears to avenge his father. A remake of the 1990 film.",1.4714,/xO9sErs0c3XMzh8O34ygQWcENTj.jpg,2012-01-25,False,False,6.3,166,hi
False,/8wRTUjQGwCNmVcgnShmhf8MrAKy.jpg,"[10749, 28, 80, 53]",276935,Ek Villain,hi,एक विलन,An ex-gangster re-enters the world of violence after his wife is murdered by a serial killer.,1.7132,/tIMfMyCo7yeRqaRXmor5yJj14pV.jpg,2014-06-27,False,False,6.524,171,hi
False,/iCjhQeeaPpzZOg8ETrUPHX8jjdJ.jpg,[35],19637,Chup Chup Ke,hi,चुप चुप के,"After surviving a suicide attempt in which his family and fellow villagers believe he drowned, a debt-ridden man decides to start his life afresh in another village. He pretends to be mute and starts working for a rich man where he falls in love with his mute daughter.",1.673,/daXoADAtEPis5bBvSrXVWfRa77X.jpg,2006-06-09,False,False,6.229,109,hi
False,/52ZuCCbhj3fl39wmsqhUUziNsXu.jpg,"[35, 18]",79990,Desi Boyz,hi,देसी बॉयज़,"When two cash-strapped UK-based Indians become male escorts amid an economic downturn, money flows right in but everything else in their lives starts falling apart.",1.7513,/8ARLxG5RbsHMxDYhUFEXq2jSSI1.jpg,2011-11-25,False,False,6.275,111,hi
False,/kvPC6aN10MJVZh5L4BSzhB3iYh5.jpg,"[18, 10749]",15772,Guru,hi,गुरु,"A villager, Gurukant Desai, arrives in Bombay in 1958, and rises from its streets to become the biggest tycoon in India.",2.2007,/xX2BJ5sn3ElTZqhnOEod8ZXsCQg.jpg,2007-01-12,False,False,6.9,138,hi
False,/rG2pFglPrNS1H0UmFu5z5KTTPtJ.jpg,"[28, 878]",204435,Krrish 3,hi,कृष ३,Krrish and his father must team up to save the world from a psychokinetic evil man named Kaal and his army of mutants.,2.0409,/lJOPh0j0L1IA5mJvHf2RNRdzFlO.jpg,2013-11-01,False,False,5.672,198,hi
False,/5faqsJ8TMT0IhkZ1xgD6PEWm8xm.jpg,"[35, 18, 10751]",118628,English Vinglish,hi,इंग्लिश विंग्लिश,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",1.4567,/ccEVR8sf18psGH5daio9y7OGu93.jpg,2012-09-21,False,False,7.232,293,hi
False,/d2plahqbICvNTAvhk2lM0HojJGG.jpg,"[18, 10749]",413543,Dear Zindagi,hi,Dear Zindagi,"Kaira, a young girl, faces problems in her relationships. She meets Dr Jehangir, who helps her resolve her issues with her parents and get a new perspective on life, which leads to her following her passion and an improvement in her love life.",1.6276,/oUg0N2isgZ5rrxdXnsemcKolfKZ.jpg,2016-11-23,False,False,7.002,256,hi
False,/h1q4aie0fNnr39fxH0MhDRtmIjr.jpg,"[18, 35, 10749]",413646,Badrinath Ki Dulhania,hi,Badrinath Ki Dulhania,"Badrinath Ki Dulhania is a story of Badrinath Bansal from Jhansi and Vaidehi Trivedi from Kota and what happens when the two of them meet. Even though they both belong to small towns, their mindset about gender roles in society and about life in general are diametrically opposite. This leads to a clash of ideologies, despite both of them recognising the goodness in each other. Will they be able to overcome circumstances to accept their love for each other? Will they be able to surpass the expectations and pressures of their small town families to be together? Answers to these and many more such questions make for an interesting journey of love, laughter, emotions and madness called Badrinath Ki Dulhania.",1.6753,/e1tV7gYSF5iw8NPR78sUHNb3YLU.jpg,2017-03-10,False,False,6.441,143,hi
False,/POMn1uS32ttu6sVAqKOoj91VnX.jpg,"[18, 10749]",518497,Sir,hi,Monsieur (Sir),"A prosperous young Indian man falls in love with his servant, a widow with the dream of becoming a fashion designer.",1.3564,/1xlh1jh9Lxz4OzusFKeljqoRxjL.jpg,2018-09-20,False,False,7.086,110,hi
False,/hXqGVk7IGiybUxODz7o3OaD3Gid.jpg,"[35, 80, 10751]",20294,Welcome,hi,Welcome,"Two gangsters meet Rajiv, who belongs to a respectable family, and want to fix their sister's wedding with him. However, when Rajiv's uncle refuses to the match, a series of hilarious situations occur.",1.6349,/fudxnXlTTBIDCkpR7XhlIgkNaUY.jpg,2007-12-21,False,False,6.877,175,hi
False,/gsKNlRSAjR7oZQyvGBfU110VeC2.jpg,"[53, 18, 36]",491629,Raazi,hi,राज़ी,An Indian spy is married to a Pakistani military officer during the Indo-Pakistani War of 1971.,1.5396,/fF2xXApETxZqyluokyJ1x4gIiTf.jpg,2018-05-10,False,False,7.201,189,hi
False,/99J3jwjhmgyQdrnPnm1M2EiqRed.jpg,"[10752, 28, 18, 10749]",21175,Lakshya,hi,लक्ष्य,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",1.6088,/ctB8RWoK2LHn5skqN4eUWVSvpyM.jpg,2004-06-18,False,False,6.7,117,hi
False,/vBmmJYv5asJpdJZsyPPc4MMpfBe.jpg,"[80, 53]",1018228,Chor Nikal Ke Bhaga,hi,चोर निकल के भागा,A flight attendant and her boyfriend must steal a cache of diamonds to clear an old debt — but the plan spins into a mayhem when the plane gets hijacked.,1.83,/1MIDERaEUMw1rYDM99tGZPY80Ap.jpg,2023-03-24,False,False,6.869,141,hi
False,/yQxYnMCIsjd0rXm5hyXZzmE549O.jpg,"[80, 18, 53]",165904,Special 26,hi,स्पेशल 26,"During the 1980s in India, a group of con artists rob businessmen and politicians by conducting fake raids, posing as officers of the CBI or Income Tax Department . They plan to execute their biggest con as a final job while a relentless cop is on their trail.",1.5786,/cOo6lOiZXO0zldPKsih9asKPWDo.jpg,2013-02-07,False,False,7.309,222,hi
False,/wlbWvdbn3B3EvWIaQ8hiKPnv2qH.jpg,"[53, 80]",393562,Raman Raghav 2.0,hi,रमन राघव २.०,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game.,1.7099,/kcc5J5tv3a7y5TjUUmpvcVF6Faj.jpg,2016-06-24,False,False,7.015,133,hi
False,/laPlmzL89c4h89iZN1ZiTKvpO59.jpg,"[28, 35, 80]",147405,Dabangg 2,hi,दबंग्ग 2,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,1.7329,/11lo9arlgCOcgVPVQ025v071YpM.jpg,2012-12-21,False,False,5.0,119,hi
False,/swEHhTpROIYvQlMdvCR6HWzaFM9.jpg,[35],20359,Phir Hera Pheri,hi,Phir Hera Pheri,"Raju,  Shyam and Baburao are living happily after having risen from rags to riches. However, they lose it all after falling victim to a chit fund scam due to their greed for more money. Soon, they find themselves in new mess and encounter eccentric and dangerous characters in their quest for a shortcut to riches again.",1.6632,/c1Mvyd983ZyrU5Vf2aKEe6WncSq.jpg,2006-06-09,False,False,6.884,146,hi
False,/6phj6ztvDBU9Fn6MMONhCpqa6mM.jpg,"[35, 18, 10749]",611748,Housefull 4,hi,Housefull 4,"Three couples who get separated from each other due to an evil ploy, reincarnate after 600 years and meet each other as history repeats itself again and their respective partners get mixed up this time.",1.7605,/aCJOZzWV6cpZ9p9tmfEzXq4EqN8.jpg,2019-10-25,False,False,5.598,102,hi
False,/my4EHWY0BNNV2IP3ZK5iVP6SoMG.jpg,"[10749, 35]",20495,Mujhse Shaadi Karogi,hi,मुझसे शादी करोगी,"Sameer, fast at losing his temper is re-located to Goa where he falls in love with Rani. But Sameer's new roommate Sunny, has some plans of his own.",1.5263,/9PqBPlaO5wLI7LPMaJNLoIiSSSA.jpg,2004-07-30,False,False,6.508,127,hi
False,/dVUBKQMehxVnEQMpcOPw3OQqNMF.jpg,"[18, 10749, 35]",127501,Barfi!,hi,बर्फी!,"The heartwarming tale of Barfi, a charming deaf-mute young man from 1970s Darjeeling, and two unalike women who can't help but fall for him.",1.8885,/5cJIx2zKjDoUtPSliou23xsReb1.jpg,2012-09-13,False,False,7.61,368,hi
False,/maXxt6GuXk67NTjtqlbo04xCtf3.jpg,"[10749, 18, 28, 35]",16987,Kaho Naa... Pyaar Hai,hi,कहो ना प्यार है,"Sonia and Rohit love each other but Rohit is mysteriously killed. When Sonia moves to New Zealand, she meets Raj, Rohit's lookalike who helps her trace Rohit's killer.",1.3443,/alALytPcaZyQkzOjnRgHMSRv8fq.jpg,2000-01-14,False,False,6.712,151,hi
False,/ytQ9bT5TuDbSIXgmOC1wy49dkpM.jpg,"[878, 28, 12]",25516,Koi... Mil Gaya,hi,कोई मिल गया,A developmentally disabled boy's life changes after he encounters an extraterrestrial being.,1.7305,/2iJVauDYcYxRRGciTmAOSjiATf9.jpg,2003-08-08,False,False,7.014,255,hi
False,/s8roarI4Qej6WHx2NMU8INRJVoN.jpg,"[35, 18, 10749]",21297,Wake Up Sid,hi,Wake Up Sid,"Wake Up Sid! is the story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.",1.573,/1UpgW67W6Do0xizTuE26bMQFLdL.jpg,2009-10-02,False,False,7.235,181,hi
False,/ybqCTxXX2LoCj8jjrv1ASG48Ej0.jpg,"[18, 28, 10749]",73582,Bodyguard,hi,Bodyguard,"Lovely Singh is extremely respectful of Mr Rana and his daughter Divya. While appointed as Divya's bodyguard, he falls in love with a girl he has never met, unaware that she is none other than Divya.",1.8316,/12VEUEHebd9ydQs0Y4ikzb179LY.jpg,2011-08-31,False,False,5.226,159,hi
False,/mVNhm0lf9Wc5phX4gvxN0SP14Q0.jpg,"[10751, 35]",15974,Bhoothnath,hi,भूतनाथ,"Moving into a new house, a family witnesses an unfriendly ghost who wants to drive them away from the house. However, he befriends a little boy who changes his outlook forever.",1.6079,/2Tvwmsu4ihzDiltXxPWI4RwTF3W.jpg,2008-05-09,False,False,6.217,122,hi
False,/qDkpHh2Gwr34KQ2BvPVpRfP2lMZ.jpg,"[28, 35, 10749]",456565,Judwaa 2,hi,जुड़वा 2,"Separated at birth and peculiarly connected via their reflexes, twins Prem and Raja are reunited with each other as they set out to take down the underground smuggling world.",1.5509,/3BlL1cbOTkzHSXTy3Lw95OfiCKX.jpg,2017-09-29,False,False,5.4,114,hi
False,/8ODibBEc0ETUGfJFkqEg7BXCM8o.jpg,"[35, 10749]",58051,Housefull,hi,हाउसफुल,"Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships.",1.4067,/koPiIQ7evC5rer6modUDxoZjYV.jpg,2010-04-30,False,False,5.746,142,hi
False,/bbd3XvJfY5MppOoYKl447HKjKXp.jpg,"[80, 18]",280795,Haider,hi,हैदर,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,1.4139,/gjc39e8ywn4KeeuQnjI5BQtWBc6.jpg,2014-10-02,False,False,7.2,249,hi
False,/1um3EJQlJoSiRI34MVIoG610OzR.jpg,"[10749, 18, 35]",339274,Tamasha,hi,तमाशा,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",1.6425,/8Ktf15qGVFYQ6CdBtBgCDM96UMC.jpg,2015-11-27,False,False,6.9,169,hi
